X,Y,date_modified,uuid,source_url,name,type,completeness,version,upstream,what3words,source,raw-source,nature-of-facility,url,physical-address
30.6731,3.102283333,2016-04-06T10:05:35.841Z,a7bd3c0a9ff347979078bd2e3712d50b,https://www.msf.org/,Angiria,,35.29%,2,Médecins Sans Frontières¶1943,midsection.portraying.pool,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.53002,3.07712,2016-04-06T10:05:35.841Z,ccb1387f60f746399a83678b2c5c4890,https://www.msf.org/,Angonda,,35.29%,2,Médecins Sans Frontières¶1944,metalwork.wheezing.charted,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.13333308,1.416667056,2016-04-06T10:05:35.841Z,7b2f84dd31c045bead0c3e12de8a75ed,https://www.msf.org/,Aniozo,,35.29%,2,Médecins Sans Frontières¶1976,bricks.fetching.misguided,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
26.942408,-6.752648,2016-04-06T10:05:35.841Z,45b763e4e446484080b7079591610d58,https://www.msf.org/,Ankoro,,29.41%,2,Médecins Sans Frontières¶2020,endorse.collapsed.glimpsed,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,,,
26.943091,-6.754929,2016-04-06T10:05:35.841Z,f9c1be2b8815458895f80c74b06f85dc,https://www.msf.org/,Ankoro,,35.29%,2,Médecins Sans Frontières¶2079,stepbrother.laughable.oddness,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,general hospital,,
30.70012566,3.193230305,2016-04-06T10:05:35.841Z,211dd54c3ddc40d0a2e8cf711c227181,https://www.msf.org/,Apaa,,35.29%,2,Médecins Sans Frontières¶1972,binge.origination.survival,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.57806667,2.9341,2016-04-06T10:05:35.841Z,402d73389a5c4ac28bb4ae385829c8dd,https://www.msf.org/,Apinaka,,35.29%,2,Médecins Sans Frontières¶1945,votes.pigeons.toothaches,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.710419,3.135588,2016-04-06T10:05:35.841Z,c3c9ce472be3435e9dd1a26f0c71b669,https://www.msf.org/,Ariwara,,35.29%,2,Médecins Sans Frontières¶1908,predicted.relinquished.running,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,general hospital,,
30.622867,3.01575,2016-04-06T10:05:35.841Z,f4eeb5cc4502428c8f4eb205807929a0,https://www.msf.org/,Atsinia,,35.29%,2,Médecins Sans Frontières¶1915,heartbreaking.untruthful.radiography,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.65748,3.27332,2016-04-06T10:05:35.841Z,1b0c17fc4fc24ad9826347e1a6916c20,https://www.msf.org/,Atso,,35.29%,2,Médecins Sans Frontières¶1946,forecasting.awake.obfuscation,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.45209,3.36796,2016-04-06T10:05:35.841Z,d73e5468f96644179404a7512904f01c,https://www.msf.org/,Aubha,,35.29%,2,Médecins Sans Frontières¶1947,airfield.simplistic.shrink,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.085685,1.213136,2016-04-06T10:05:35.841Z,8a0de7a2651d441d8535791adb929a8a,https://www.msf.org/,Aveba,,35.29%,2,Médecins Sans Frontières¶1979,eliminating.township.honking,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
30.141157,1.349444,2016-04-06T10:05:35.841Z,be7d7972f32242f69a4bf980226e0153,https://www.msf.org/,Avenyuma,,35.29%,2,Médecins Sans Frontières¶2018,chirp.huddles.cassettes,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health post,,
30.46002,3.26746,2016-04-06T10:05:35.841Z,a3a9b813268f4f0b8d92b36a4275ccad,https://www.msf.org/,Azigi,,35.29%,2,Médecins Sans Frontières¶1948,generated.jams.domestics,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
27.441329,-11.701354,2016-04-06T10:05:35.841Z,cf0837661b144b79a5e0fca64080413f,https://www.msf.org/,BCZ de kisanga,,35.29%,2,Médecins Sans Frontières¶2470,files.watched.radiated,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,BCZ,,
27.468231,-11.705415,2016-04-06T10:05:35.841Z,d9fb42ab948845b990c0caf67efc7542,https://www.msf.org/,BCZ katuba,,35.29%,2,Médecins Sans Frontières¶2474,player.mega.epic,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,BCZ,,
27.482663,-11.660265,2016-04-06T10:05:35.841Z,7d4542be12f247f1bf44d54e79568c73,https://www.msf.org/,BCZ lubumbashi,,35.29%,2,Médecins Sans Frontières¶2493,harshest.framework.directly,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,BCZ,,
27.464703,-11.676729,2016-04-06T10:05:35.841Z,cf0fddf6c440495ab0bf104064e83f30,https://www.msf.org/,BCZ mumbunda,,35.29%,2,Médecins Sans Frontières¶2472,gems.monitors.pacifist,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,BCZ,,
27.538763,-11.639311,2016-04-06T10:05:35.841Z,6670ffcb4c9248979408f6260accd26e,https://www.msf.org/,BCZ ruashi,,35.29%,2,Médecins Sans Frontières¶2437,uptown.bind.raven,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,BCZ,,
28.560574,-12.741821,2016-04-06T10:05:35.841Z,7f198cb238c3415dae5c766238451ca8,https://www.msf.org/,BCZ sakania,,35.29%,2,Médecins Sans Frontières¶2522,umbrellas.cherish.control,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,BCZ,,
27.492944,-11.67332,2016-04-06T10:05:35.841Z,a547c8138b604d4d85a82545117843e4,https://www.msf.org/,BCZ vangu,,35.29%,2,Médecins Sans Frontières¶2499,clays.flipping.curtains,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,BCZ,,
28.17490512,1.428542535,2016-04-06T10:05:35.841Z,444f30f13d0c4dc8b6748ae3653c99a0,https://www.msf.org/,Badengaido,,35.29%,2,Médecins Sans Frontières¶1931,spawning.excellently.contemporary,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
27.97086374,1.396635257,2016-04-06T10:05:35.841Z,13530372657544e185bc9c184198b739,https://www.msf.org/,Bafwakoa,,35.29%,2,Médecins Sans Frontières¶1932,protected.receivables.dependents,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
27.52091356,1.223661526,2016-04-06T10:05:35.841Z,8520999d7b92441095e950a070725185,https://www.msf.org/,Bafwenduo,,35.29%,2,Médecins Sans Frontières¶1916,buttermilk.abbreviated.ruling,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,reference health center,,
28.71382394,3.647200103,2016-04-06T10:05:35.841Z,be49fe0160e04687a3e723399c1a5098,https://www.msf.org/,Bakote,,35.29%,2,Médecins Sans Frontières¶2055,lawmakers.woke.grilling,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
28.55206001,3.685980342,2016-04-06T10:05:35.841Z,a6f7e081c1404495bd8fad40dcf8dc89,https://www.msf.org/,Bamokand,,35.29%,2,Médecins Sans Frontières¶2061,expose.insomnia.modality,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
28.75360956,1.35540044,2016-04-06T10:05:35.841Z,e62f4b4b29164849987c045bcc0b000c,https://www.msf.org/,Banana,,35.29%,2,Médecins Sans Frontières¶1926,crinkly.exonerates.varieties,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
28.69788003,1.398481739,2016-04-06T10:05:35.841Z,a6fdb6ff9f3141d3a08a6d86f104620f,https://www.msf.org/,Bandisende,,35.29%,2,Médecins Sans Frontières¶1927,disused.forgave.curtailment,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
29.0954072178493,-4.1083647,2015-12-11T10:51:22.924Z,78eed5c185d14c22b27902613c3fc13a,http://www.openstreetmap.org/way/380729597,Baraka Hospital,hospital,35.29%,2,openstreetmap¶w380729597,assessor.mayfly.accused,OpenStreetMap,,,,
29.25848904,0.851831026,2016-04-06T10:05:35.841Z,aa4d73e74faa41c8bbecc216ea48e6fa,https://www.msf.org/,Biakato,,35.29%,2,Médecins Sans Frontières¶1970,fairies.commercially.larvae,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Other,,
29.03150331,1.355057258,2016-04-06T10:05:35.841Z,6647531752bd4803b1b7096524e667a7,https://www.msf.org/,Binase,,35.29%,2,Médecins Sans Frontières¶1924,reasoning.people.starting,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
28.58785408,3.296419503,2016-04-06T10:05:35.841Z,073ae7eb89874fb18cee54370007bedd,https://www.msf.org/,Biodi,,35.29%,2,Médecins Sans Frontières¶2047,blockades.playgrounds.chaperoned,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
28.62701066,4.345902024,2016-04-06T10:05:35.841Z,06d72927322a403884ec2342b3475830,https://www.msf.org/,Bitima,,35.29%,2,Médecins Sans Frontières¶2059,head.unwise.galleries,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
29.98697335,1.122960883,2016-04-06T10:05:35.841Z,9f62add26f5a4c22b2854e1bb1225d8f,https://www.msf.org/,Bkiringi,,35.29%,2,Médecins Sans Frontières¶1988,tapering.embryo.windshield,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health center,,
29.95869118,1.024674829,2016-04-06T10:05:35.841Z,1dd87c58d6cc4ebd9f2df3944ba106a6,https://www.msf.org/,Boga,,35.29%,2,Médecins Sans Frontières¶2005,harvesting.police.exceptions,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,general hospital,,
30.69816,3.13013,2016-04-06T10:05:35.841Z,633e30bb493c462f80b9b05ce189dd2c,https://www.msf.org/,Bon Samaritain,,35.29%,2,Médecins Sans Frontières¶1968,gradualist.ream.matures,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Other,,
29.061666,-2.0539867,2015-11-17T09:43:57.838Z,0e84ea1cf8ec4ee3ba9a03eab2f03bbd,http://www.openstreetmap.org/node/1023773735,Bugarula,hospital,35.29%,2,openstreetmap¶n1023773735,audio.observable.zipping,OpenStreetMap,,,,
29.1034294,-2.0228737,2015-11-17T09:43:57.838Z,59349ef6878447c6b78ef23e7f457c39,http://www.openstreetmap.org/node/1023773709,Bukumbi (Shayo??),clinic,35.29%,2,openstreetmap¶n1023773709,cylindrical.weaken.footstool,OpenStreetMap,,,,
29.0685986,-2.2017885,2015-11-17T09:43:57.838Z,f6649c9a707b42128849dacb8b7110ab,http://www.openstreetmap.org/node/1023773746,Bulegeyi,clinic,35.29%,2,openstreetmap¶n1023773746,woodland.impositions.earnestly,OpenStreetMap,,,,
30.238991,1.571208,2016-04-06T10:05:35.841Z,8f6dc8daf2a647a180e19b8b4205a8ba,https://www.msf.org/,Bunia,,35.29%,2,Médecins Sans Frontières¶2015,jeep.afflict.verifying,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,reference general hospital,,
29.0857182,-2.0021279,2015-11-17T09:43:57.838Z,7d24f8a6fafa49d28383450b2d337aad,http://www.openstreetmap.org/node/1023773748,Bunyakiri,clinic,35.29%,2,openstreetmap¶n1023773748,hind.inception.ruthlessly,OpenStreetMap,,,,
29.0803877,-2.0144196,2015-11-17T09:43:57.838Z,c4d0a6febee7473fbe331c94c3419dc3,http://www.openstreetmap.org/node/1023773761,Bushonga,clinic,35.29%,2,openstreetmap¶n1023773761,shoeboxes.recliners.predating,OpenStreetMap,,,,
29.03787778,1.338365504,2016-04-06T10:05:35.841Z,58557d4e11a944bfb7036844584787f5,https://www.msf.org/,Butiaba,,35.29%,2,Médecins Sans Frontières¶1923,dealmakers.adjudicated.calibrate,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,health post,,
29.0825476,-2.165472,2015-11-17T09:43:57.838Z,51e645685e27458080d07d8c49a54e9b,http://www.openstreetmap.org/node/1023773671,Bwando,clinic,35.29%,2,openstreetmap¶n1023773671,corporatism.trumpets.stomped,OpenStreetMap,,,,
29.0934421,-2.0465297,2015-11-17T09:43:57.838Z,31bd402babd249fb94c761b17fa45ed4,http://www.openstreetmap.org/node/1023773713,Bweshu,clinic,35.29%,2,openstreetmap¶n1023773713,storms.frisbees.verbally,OpenStreetMap,,,,
29.0944988,-2.2221638,2015-11-17T09:43:57.838Z,637798188d944496af68ba9617077750,http://www.openstreetmap.org/node/1023773653,Bwina,clinic,35.29%,2,openstreetmap¶n1023773653,matchmaking.gratings.ascribes,OpenStreetMap,,,,
25.8083333,-9.2900556,2015-11-17T09:43:57.838Z,7620b3ca33394db98ef0333927a4405d,http://www.openstreetmap.org/node/3671739667,Byowa,clinic,35.29%,2,openstreetmap¶n3671739667,suburb.appallingly.simplest,OpenStreetMap,,,,
15.2763662,-4.3436662,2015-11-17T09:43:57.838Z,fac3e6b3e7514ccb9c3e207acacfa5ac,http://www.openstreetmap.org/node/2299738104,CBCO,hospital,35.29%,2,openstreetmap¶n2299738104,mourner.gathering.serves,OpenStreetMap,,,,
18.2637992,0.0539926,2015-11-17T09:43:57.838Z,196ac7bed8f046c4a254235b52e7e03b,http://www.openstreetmap.org/node/2473320004,CHU,hospital,35.29%,2,openstreetmap¶n2473320004,quilting.womb.stopped,OpenStreetMap,,,,
27.783004,-12.263834,2016-04-06T10:05:35.841Z,72bf6a93528a48d4bdbe4df002aeb8a2,https://www.msf.org/,CM    rephaia,,35.29%,2,Médecins Sans Frontières¶2527,muddying.checkout.flapping,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.510205,-12.080317,2016-04-06T10:05:35.841Z,1d984e1d23454c1897299a9822429568,https://www.msf.org/,CM  radem,,35.29%,2,Médecins Sans Frontières¶2654,trumpets.hung.ladybug,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
26.11278594,-10.60962115,2016-04-06T10:05:35.841Z,bd7a1d3cf835429eb7dd495ecd78f53c,https://www.msf.org/,CM Grace à l'oust,,35.29%,2,Médecins Sans Frontières¶2667,obesity.actors.yearbook,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
26.33229429,-10.60769793,2016-04-06T10:05:35.841Z,d75d1b2ab44a47079021723841491ed1,https://www.msf.org/,CM Kasolondo,,35.29%,2,Médecins Sans Frontières¶2674,cupboards.aflutter.overweening,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
26.332293,-10.607699,2016-04-06T10:05:35.841Z,36062d89179c42b3bcaf1b9657601043,https://www.msf.org/,CM Kasolondo,,35.29%,2,Médecins Sans Frontières¶2671,cupboards.aflutter.overweening,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
26.11284304,-10.60982103,2016-04-06T10:05:35.841Z,c6459980a14b4d6c826782aea9f32341,https://www.msf.org/,CM Moise la Colombe,,35.29%,2,Médecins Sans Frontières¶2668,apiece.charting.sparkle,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.570273,-11.560773,2016-04-06T10:05:35.841Z,280207c353994ce19466a220e42d07c1,https://www.msf.org/,CM Umulopa,,35.29%,2,Médecins Sans Frontières¶2235,intimated.truest.fluctuate,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.474952,-11.962759,2016-04-06T10:05:35.841Z,80f1fba2424c491d960cf6385c8b6526,https://www.msf.org/,CM a.d.f,,35.29%,2,Médecins Sans Frontières¶2658,pollutant.heighten.contradicted,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.557179,-11.662993,2016-04-06T10:05:35.841Z,85241a23d86747b3ae068adada4d3a32,https://www.msf.org/,CM adonai,,35.29%,2,Médecins Sans Frontières¶2415,weedy.bonnet.caressing,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.543169,-11.806985,2016-04-06T10:05:35.841Z,1265c6c7eaed425089702f5b8e0a8f04,https://www.msf.org/,CM adra reach,,35.29%,2,Médecins Sans Frontières¶2520,deceives.certified.frazzle,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.468883,-11.651574,2016-04-06T10:05:35.841Z,ca7c738d63cd4a46a89ed0896a455b6e,https://www.msf.org/,CM adventiste,,35.29%,2,Médecins Sans Frontières¶2259,quite.lock.modem,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.531566,-11.635519,2016-04-06T10:05:35.841Z,a3f2edb721d8431da86150fdda63bfea,https://www.msf.org/,CM aenaf,,35.29%,2,Médecins Sans Frontières¶2337,business.pounces.dizzy,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.512834,-11.698713,2016-04-06T10:05:35.841Z,df2962bf119344b983a3fde2e989cd55,https://www.msf.org/,CM afya,,35.29%,2,Médecins Sans Frontières¶2491,pictured.hobbyists.twilight,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.505928,-11.692176,2016-04-06T10:05:35.841Z,7edbbfd8f49c457c9fed2521c0ccdb31,https://www.msf.org/,CM amani,,35.29%,2,Médecins Sans Frontières¶2479,school.confining.stable,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.503821,-11.631581,2016-04-06T10:05:35.841Z,e936da8a2ad04bda80ab7a9a4ddce465,https://www.msf.org/,CM amani,,35.29%,2,Médecins Sans Frontières¶2314,marmalade.addicted.defend,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.53049,-11.650513,2016-04-06T10:05:35.841Z,c944df43385743f18a4e736cb195602c,https://www.msf.org/,CM andjelani,,35.29%,2,Médecins Sans Frontières¶2431,reissued.amber.resonated,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.53145,-11.94951,2016-04-06T10:05:35.841Z,1c743b56d2ea4565a9bbcc28baee4d7e,https://www.msf.org/,CM arbre de vie,,35.29%,2,Médecins Sans Frontières¶2664,unwise.congratulate.sends,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.537902,-11.660898,2016-04-06T10:05:35.841Z,17d8fe8a3f89417bb2a7befb15bd6335,https://www.msf.org/,CM atlas 1,,35.29%,2,Médecins Sans Frontières¶2398,spearing.lurching.december,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.544618,-11.654872,2016-04-06T10:05:35.841Z,4ad006a9dabf45498840deebd81bbeaf,https://www.msf.org/,CM atlas 2,,35.29%,2,Médecins Sans Frontières¶2399,browser.spectacle.doctors,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.546056,-11.658892,2016-04-06T10:05:35.841Z,c75f23d1b1d549efa6745ccef4b3c8aa,https://www.msf.org/,CM atlas 3,,35.29%,2,Médecins Sans Frontières¶2400,petted.unimpeded.spreads,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.462922,-11.708086,2016-04-06T10:05:35.841Z,db6f2737cec0441b8b5080502ab60d2b,https://www.msf.org/,CM ave maria,,35.29%,2,Médecins Sans Frontières¶2464,novels.digestion.plunger,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.569579,-11.648056,2016-04-06T10:05:35.841Z,cc8727a155dd4a7cbe02f2a937a84542,https://www.msf.org/,CM baba zive,,35.29%,2,Médecins Sans Frontières¶2413,stoppage.digit.gender,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.483808,-11.660567,2016-04-06T10:05:35.841Z,9ec8ef78e902478ca58ab52dd62dc562,https://www.msf.org/,CM baraka,,35.29%,2,Médecins Sans Frontières¶2264,houseboat.yachting.desktop,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.453733,-11.690738,2016-04-06T10:05:35.841Z,1db894e45d5e4abda5d18b6a53af1088,https://www.msf.org/,CM benefaciendo,,35.29%,2,Médecins Sans Frontières¶2449,congas.squares.untruth,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.486744,-11.704288,2016-04-06T10:05:35.841Z,a4b58cf8beb7408d8edca837b3c13608,https://www.msf.org/,CM bercer,,35.29%,2,Médecins Sans Frontières¶2513,whizzed.horns.ditching,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.519593,-11.6914,2016-04-06T10:05:35.841Z,25b9e4508e6c4364bba46c7a36b973ed,https://www.msf.org/,CM beth-saida,,35.29%,2,Médecins Sans Frontières¶2482,snipe.green.bypasses,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.547532,-11.640692,2016-04-06T10:05:35.841Z,3053a04795be4c698128fc315dff5856,https://www.msf.org/,CM bethesda,,35.29%,2,Médecins Sans Frontières¶2330,rehearsed.magazines.growth,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.498894,-11.650392,2016-04-06T10:05:35.841Z,3185337c874746c38ab6d9b9ec3a81d8,https://www.msf.org/,CM bien etre,,35.29%,2,Médecins Sans Frontières¶2312,loving.vandalism.slug,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.408987,-11.701818,2016-04-06T10:05:35.841Z,031dfb62e1414fe7b87fc5875ff20459,https://www.msf.org/,CM bon samaritain,,35.29%,2,Médecins Sans Frontières¶2290,vanish.admire.remission,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.429811,-11.701795,2016-04-06T10:05:35.841Z,b17b3650b0654aad981f6875ed80180b,https://www.msf.org/,CM bora uzima,,35.29%,2,Médecins Sans Frontières¶2296,ramps.crumbles.friends,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.460911,-11.619048,2016-04-06T10:05:35.841Z,a8a3a9424d874149898a76de57d0da96,https://www.msf.org/,CM bouclier,,35.29%,2,Médecins Sans Frontières¶2253,tumble.gobbles.loss,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
